
105,1536,'0\%',0.301,0.037,1,Movie,5.412067,5.33355,0,240,265.6,32,0,40.866667,0,1367,801.85909,4,2,7,4988.78,'Radeon HD 7610M','1366 x 768',361x203,76.5,LVDS,1333,4096,3
117,2048,'0\%',0.438,0.04,1,Movie,5.412067,5.33355,0,240,266.2,32,0,40.866667,0,1934,801.85909,4,2,7,4988.61,'Radeon HD 7610M','1366 x 768',361x203,76.5,LVDS,1333,4096,2
151,2048,'0\%',0.408,0.033,1,Movie,5.412067,5.33355,0,240,283.6,32,0,40.866667,0,1678.111111,794.459347,4,2,7,4988.38,'Radeon HD 7610M','1366 x 768',361x203,76.5,LVDS,1333,4096,3
280,4096,'0\%',0.496,0.116,2,Cartoon,9.197309,5.874106,2,720,2842.2,32.733333,0,48.4,1,2400.444444,894.924095,8,4,9,6784.63,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,5
273,4096,'0\%',0.307,0.049,2,Cartoon,9.197309,5.874106,2,720,2885.2,27.933333,0.2,40.866667,0,1389.222222,787.087286,4,2,7,4988.78,'Radeon HD 7610M','1366 x 768',361x203,76.5,LVDS,1333,4096,4
163,2048,'0\%',0.48,0.074,3,Movie,6.422284,5.874106,0,240,292.2,32.066667,0,40.866667,2,1600,0,8,4,9,6784.45,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,3
127,2048,'0\%',0.469,0.066,3,Movie,6.422284,5.874106,0,240,308.8,32,0,40.866667,2,2200.333333,848.999542,8,4,9,6783.92,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,3
92,1536,'0\%',0.37,0.035,3,Movie,6.422284,5.874106,0,240,311.8,32,0,40.866667,0,451.666667,222.005005,2,1,1,3192.11,'VGA compatible controller','1024 x 600',270x158,58.8,LVDS,533,1024,3
297,4608,'0\%',0.328,0.039,2,Cartoon,9.197309,5.874106,2,1080,3135.8,32.533333,0,47.666667,0,1400.111111,719.737675,4,2,7,4988.78,'Radeon HD 7610M','1366 x 768',361x203,76.5,LVDS,1333,4096,5
93,1536,'0\%',0.303,0.065,3,Movie,6.422284,5.874106,0,240,315.6,34,3,45,0,600,0,2,1,1,3192.14,'VGA compatible controller','1024 x 600',270x158,58.8,LVDS,533,1024,3
261,3584,'0\%',0.33,0.052,2,Cartoon,9.197309,5.874106,2,720,3209.2,36.266667,9,50,0,570.333333,83.910005,2,1,1,3192,'VGA compatible controller','1024 x 600',270x158,58.8,LVDS,533,1024,5
126,2048,'0\%',0.505,0.051,3,Movie,6.422284,5.874106,0,240,323.8,31.933333,0,40.866667,2,2000.222222,748.747217,8,4,9,6783.92,'Radeon HD 7470','1920 x 1200',508x317,154,DVI-0,1600,4096,3
147,2048,'0\%',0.303,0.065,1,Movie,5.412067,5.33355,0,240,328.4,33.933333,1,44.866667,0,570.333333,83.910005,2,1,1,3192.14,'VGA compatible controller','1024 x 600',270x158,58.8,LVDS,533,1024,3
116,2048,'0\%',0.416,0.07,1,Movie,5.412067,5.33355,0,240,333.25,32.583333,0,41.666667,0,1934,801.85909,4,2,7,4988.51,'Radeon HD 7610M','1366 x 768',361x203,76.5,LVDS,1333,4096,2
